instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9756.0,2012-02-16,1.0,1.0,2.0,10.0,0.0,4.0,1.0,3.0,0.32,0.3333,0.7,0.1343,2.0,42.0,44.0
9757.0,2012-02-16,1.0,1.0,2.0,11.0,0.0,4.0,1.0,3.0,,0.3333,0.7,0.1045,,69.0,71.0
9758.0,2012-02-16,1.0,1.0,2.0,12.0,0.0,4.0,1.0,3.0,0.32,0.3333,0.76,0.0896,1.0,,45.0
9759.0,2012-02-16,1.0,1.0,2.0,13.0,0.0,4.0,1.0,3.0,0.34,0.3182,0.71,0.2537,,62.0,
9760.0,2012-02-16,,1.0,2.0,14.0,0.0,4.0,1.0,3.0,0.32,0.3182,0.81,0.19399999999999998,1.0,30.0,31.0
9761.0,2012-02-16,1.0,1.0,2.0,15.0,0.0,,1.0,3.0,0.34,0.3636,0.76,0.0,,50.0,53.0
9762.0,2012-02-16,1.0,1.0,2.0,16.0,0.0,,1.0,3.0,0.34,0.3636,0.81,0.0,8.0,110.0,118.0
9763.0,,1.0,1.0,2.0,17.0,0.0,4.0,1.0,3.0,0.34,0.3636,0.87,0.0,8.0,281.0,289.0
9764.0,2012-02-16,1.0,1.0,2.0,18.0,0.0,4.0,1.0,3.0,0.34,0.3333,0.87,,8.0,,353.0
9765.0,,1.0,1.0,2.0,19.0,,4.0,1.0,2.0,0.32,0.3182,0.87,0.1642,4.0,254.0,258.0
,2012-02-16,1.0,1.0,,20.0,0.0,4.0,1.0,2.0,0.32,0.3333,0.87,0.1343,5.0,211.0,216.0
9767.0,2012-02-16,1.0,1.0,2.0,21.0,0.0,4.0,1.0,2.0,0.34,0.3485,0.81,0.1045,3.0,142.0,145.0
9768.0,2012-02-16,,1.0,2.0,22.0,0.0,4.0,1.0,,0.32,0.3485,0.81,,3.0,108.0,111.0
9769.0,2012-02-16,1.0,1.0,2.0,23.0,0.0,4.0,1.0,1.0,,0.3333,0.81,0.0896,3.0,70.0,73.0
9770.0,2012-02-17,1.0,1.0,2.0,0.0,0.0,5.0,1.0,2.0,0.3,0.3333,0.87,0.0,2.0,32.0,34.0
9771.0,,1.0,1.0,2.0,1.0,0.0,5.0,1.0,2.0,0.3,,0.93,,2.0,16.0,18.0
9772.0,,1.0,1.0,2.0,2.0,0.0,,1.0,2.0,0.3,0.3182,0.93,0.1045,1.0,11.0,12.0
9773.0,2012-02-17,1.0,1.0,2.0,3.0,0.0,5.0,1.0,2.0,0.28,0.2879,0.93,0.1045,,1.0,1.0
9774.0,2012-02-17,1.0,,2.0,4.0,0.0,,1.0,2.0,0.28,0.2727,0.93,0.19399999999999998,0.0,1.0,1.0
9775.0,2012-02-17,,1.0,2.0,5.0,0.0,5.0,1.0,2.0,0.28,,0.93,,0.0,16.0,16.0
9776.0,2012-02-17,1.0,1.0,2.0,6.0,0.0,5.0,1.0,2.0,0.28,0.2879,0.96,0.1343,1.0,70.0,71.0
9777.0,2012-02-17,1.0,1.0,2.0,,0.0,5.0,1.0,2.0,0.28,0.2879,0.93,0.1045,4.0,222.0,226.0
9778.0,2012-02-17,1.0,1.0,2.0,8.0,0.0,,1.0,2.0,0.26,0.303,1.0,0.0,4.0,516.0,520.0
9779.0,2012-02-17,1.0,1.0,2.0,9.0,,5.0,1.0,2.0,0.26,0.303,1.0,0.0,8.0,275.0,283.0
9780.0,2012-02-17,1.0,1.0,2.0,10.0,0.0,,1.0,1.0,0.34,0.3182,0.71,0.2836,13.0,103.0,116.0
9781.0,,1.0,1.0,2.0,11.0,0.0,5.0,1.0,1.0,0.36,0.3333,,0.4179,9.0,133.0,142.0
,2012-02-17,1.0,1.0,2.0,12.0,0.0,5.0,1.0,1.0,0.38,,0.46,0.3881,21.0,177.0,198.0
9783.0,,1.0,,2.0,13.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.43,0.3582,34.0,171.0,205.0
9784.0,2012-02-17,1.0,,2.0,14.0,,,1.0,1.0,0.4,0.4091,0.37,0.3582,33.0,137.0,170.0
9785.0,2012-02-17,1.0,1.0,2.0,15.0,0.0,5.0,1.0,1.0,0.42,0.4242,,,41.0,180.0,221.0
9786.0,2012-02-17,1.0,1.0,2.0,,0.0,5.0,1.0,,0.42,0.4242,0.32,0.2985,56.0,251.0,307.0
9787.0,2012-02-17,1.0,1.0,2.0,17.0,0.0,5.0,1.0,1.0,0.42,0.4242,,0.3284,36.0,429.0,465.0
9788.0,2012-02-17,1.0,1.0,2.0,18.0,0.0,5.0,,1.0,0.4,0.4091,0.35,0.2537,15.0,362.0,377.0
9789.0,2012-02-17,1.0,,2.0,19.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.37,,16.0,266.0,
9790.0,2012-02-17,,1.0,2.0,20.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.35,,13.0,158.0,
9791.0,2012-02-17,1.0,1.0,2.0,21.0,0.0,5.0,1.0,1.0,,0.3939,0.37,0.19399999999999998,15.0,114.0,129.0
,2012-02-17,1.0,1.0,2.0,,0.0,5.0,1.0,1.0,0.36,0.3485,0.4,0.2239,15.0,92.0,107.0
9793.0,2012-02-17,1.0,1.0,2.0,23.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.4,0.19399999999999998,10.0,72.0,82.0
9794.0,2012-02-18,1.0,1.0,2.0,0.0,0.0,6.0,0.0,1.0,0.34,,0.42,0.1642,5.0,81.0,86.0
9795.0,2012-02-18,,1.0,2.0,1.0,,6.0,0.0,1.0,0.32,,0.49,0.1642,7.0,38.0,45.0
9796.0,2012-02-18,1.0,1.0,2.0,2.0,0.0,6.0,0.0,1.0,0.3,0.2879,0.61,,6.0,,45.0
9797.0,2012-02-18,1.0,1.0,2.0,3.0,0.0,6.0,0.0,1.0,0.28,,0.65,0.1045,,15.0,18.0
,2012-02-18,,1.0,2.0,4.0,0.0,6.0,0.0,1.0,0.26,0.303,0.7,0.0,3.0,4.0,7.0
9799.0,2012-02-18,1.0,1.0,2.0,5.0,0.0,6.0,0.0,,0.24,0.2576,0.7,0.0896,0.0,1.0,1.0
9800.0,2012-02-18,1.0,1.0,2.0,,0.0,6.0,0.0,1.0,0.24,0.2879,0.7,,1.0,8.0,9.0
9801.0,2012-02-18,1.0,1.0,2.0,7.0,,,0.0,1.0,0.24,0.2879,0.7,0.0,8.0,,
9802.0,2012-02-18,1.0,1.0,2.0,,0.0,6.0,0.0,1.0,0.22,0.2727,0.87,0.0,10.0,92.0,102.0
9803.0,2012-02-18,1.0,1.0,2.0,9.0,0.0,6.0,0.0,1.0,0.22,,0.8,0.1045,22.0,116.0,138.0
9804.0,2012-02-18,1.0,1.0,2.0,10.0,0.0,6.0,,1.0,0.26,0.2727,0.81,0.1045,48.0,157.0,205.0
9805.0,2012-02-18,1.0,1.0,2.0,11.0,0.0,6.0,0.0,1.0,0.32,0.3333,0.57,0.1343,102.0,184.0,286.0
9806.0,2012-02-18,1.0,1.0,,12.0,0.0,6.0,0.0,1.0,0.36,0.3485,0.43,0.19399999999999998,128.0,241.0,369.0
9807.0,,1.0,,2.0,13.0,,6.0,,1.0,0.4,0.4091,0.43,0.2836,165.0,219.0,384.0
9808.0,2012-02-18,1.0,1.0,2.0,14.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.35,0.3582,183.0,244.0,427.0
9809.0,2012-02-18,1.0,1.0,2.0,15.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.41,,229.0,270.0,499.0
9810.0,2012-02-18,1.0,,2.0,16.0,0.0,6.0,0.0,,0.44,0.4394,0.44,0.3284,186.0,218.0,404.0
9811.0,2012-02-18,,1.0,2.0,17.0,0.0,6.0,0.0,1.0,0.48,,0.36,,142.0,222.0,364.0
9812.0,2012-02-18,1.0,1.0,,18.0,0.0,6.0,0.0,,,,0.38,0.2985,70.0,176.0,246.0
9813.0,2012-02-18,1.0,1.0,2.0,19.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.44,0.1642,38.0,150.0,188.0
9814.0,,1.0,1.0,2.0,20.0,0.0,6.0,0.0,1.0,0.44,,0.44,0.1642,25.0,123.0,148.0
9815.0,2012-02-18,,1.0,2.0,21.0,0.0,6.0,0.0,1.0,0.44,0.4394,,0.2985,25.0,89.0,114.0
9816.0,,1.0,1.0,2.0,22.0,0.0,6.0,,1.0,0.4,0.4091,0.4,0.4478,17.0,101.0,118.0
9817.0,2012-02-18,1.0,1.0,,23.0,0.0,6.0,0.0,2.0,0.36,0.3333,0.4,0.3881,12.0,62.0,74.0
9818.0,2012-02-19,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.34,0.303,0.39,0.3582,,65.0,74.0
9819.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.32,,0.39,0.2537,10.0,62.0,72.0
,2012-02-19,1.0,1.0,,2.0,,,0.0,2.0,0.3,,0.36,0.2836,,45.0,48.0
9821.0,2012-02-19,1.0,1.0,,3.0,0.0,0.0,0.0,2.0,0.3,,0.36,0.2239,3.0,12.0,15.0
,2012-02-19,1.0,1.0,2.0,4.0,,0.0,0.0,2.0,0.28,0.2576,,0.3881,,3.0,3.0
9823.0,2012-02-19,1.0,1.0,2.0,,0.0,,0.0,2.0,0.26,0.2273,0.48,0.2985,1.0,1.0,2.0
9824.0,2012-02-19,,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.24,0.2121,0.52,0.3284,0.0,5.0,
9825.0,2012-02-19,1.0,1.0,2.0,7.0,0.0,0.0,,2.0,,0.2121,,0.2836,2.0,12.0,14.0
,2012-02-19,1.0,1.0,2.0,8.0,,0.0,0.0,2.0,0.24,0.2273,0.56,0.19399999999999998,8.0,48.0,56.0
9827.0,2012-02-19,1.0,1.0,2.0,9.0,,0.0,0.0,2.0,0.24,0.2273,0.56,0.2537,20.0,73.0,93.0
9828.0,2012-02-19,1.0,,2.0,10.0,0.0,0.0,0.0,2.0,0.26,0.2424,0.52,0.2537,49.0,142.0,191.0
9829.0,2012-02-19,1.0,1.0,,11.0,0.0,0.0,0.0,,0.26,0.2273,,0.3284,82.0,144.0,
9830.0,2012-02-19,1.0,1.0,2.0,12.0,0.0,0.0,0.0,2.0,0.28,0.2727,0.52,0.2537,71.0,184.0,255.0
9831.0,2012-02-19,1.0,1.0,2.0,13.0,0.0,,0.0,1.0,0.3,0.303,0.49,,64.0,,261.0
9832.0,2012-02-19,,1.0,2.0,14.0,0.0,0.0,0.0,2.0,0.32,,0.45,0.19399999999999998,48.0,189.0,
,2012-02-19,1.0,1.0,2.0,15.0,0.0,0.0,,2.0,0.3,0.2879,0.49,0.19399999999999998,85.0,168.0,253.0
9834.0,2012-02-19,1.0,1.0,,16.0,0.0,0.0,0.0,2.0,0.32,0.303,0.45,0.2836,62.0,150.0,212.0
9835.0,2012-02-19,1.0,,2.0,17.0,0.0,0.0,0.0,2.0,0.3,0.2879,0.49,0.2537,22.0,135.0,
9836.0,2012-02-19,1.0,1.0,,18.0,0.0,0.0,0.0,2.0,0.3,,0.49,0.3284,23.0,144.0,167.0
9837.0,2012-02-19,1.0,1.0,2.0,19.0,0.0,0.0,0.0,2.0,0.3,0.2879,0.52,0.2537,18.0,101.0,119.0
9838.0,2012-02-19,1.0,1.0,2.0,20.0,0.0,0.0,0.0,2.0,0.3,0.2879,0.52,0.2836,,81.0,103.0
9839.0,2012-02-19,,1.0,2.0,21.0,0.0,0.0,0.0,3.0,0.26,,,0.1642,3.0,,36.0
9840.0,2012-02-19,1.0,1.0,2.0,22.0,0.0,0.0,0.0,3.0,0.24,0.2576,0.75,,8.0,47.0,55.0
9841.0,2012-02-19,,1.0,2.0,23.0,0.0,0.0,0.0,2.0,0.22,0.2273,0.93,,,30.0,35.0
9842.0,2012-02-20,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.24,0.2576,0.87,0.0896,5.0,,41.0
9843.0,2012-02-20,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.24,0.2576,0.87,0.0896,3.0,,15.0
9844.0,,1.0,1.0,2.0,2.0,1.0,,0.0,2.0,,0.2576,0.87,0.0896,1.0,19.0,20.0
9845.0,,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,,0.2273,,,0.0,8.0,8.0
9846.0,2012-02-20,1.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,0.24,0.2121,0.6,0.3582,0.0,6.0,6.0
9847.0,2012-02-20,1.0,1.0,2.0,6.0,1.0,1.0,,1.0,,0.19699999999999998,0.52,,1.0,9.0,10.0
9848.0,2012-02-20,1.0,1.0,2.0,7.0,1.0,1.0,0.0,2.0,0.22,0.19699999999999998,0.55,,2.0,42.0,44.0
,2012-02-20,1.0,1.0,2.0,8.0,,,0.0,1.0,0.2,0.1818,0.59,0.3582,9.0,111.0,
9850.0,,1.0,,,9.0,1.0,1.0,0.0,1.0,0.2,0.1818,,0.3582,12.0,98.0,110.0
9851.0,,1.0,1.0,2.0,10.0,1.0,1.0,0.0,1.0,0.22,0.19699999999999998,0.55,0.4478,30.0,113.0,143.0
,2012-02-20,1.0,1.0,2.0,,1.0,1.0,0.0,1.0,0.26,0.2273,0.48,0.3582,45.0,163.0,208.0
9853.0,2012-02-20,1.0,1.0,2.0,12.0,,1.0,0.0,,0.28,,0.45,0.2239,65.0,216.0,281.0
,2012-02-20,,1.0,2.0,13.0,1.0,1.0,,1.0,0.3,,0.42,0.2836,,246.0,
9855.0,,1.0,1.0,2.0,14.0,,1.0,0.0,1.0,0.32,,0.36,0.19399999999999998,57.0,,
9856.0,2012-02-20,1.0,,2.0,15.0,1.0,1.0,0.0,1.0,,0.3182,0.34,0.2239,54.0,235.0,289.0
9857.0,2012-02-20,1.0,1.0,2.0,16.0,1.0,1.0,0.0,1.0,0.36,0.3788,0.29,0.1045,64.0,216.0,280.0
9858.0,2012-02-20,1.0,1.0,2.0,17.0,1.0,1.0,0.0,1.0,0.38,0.3939,0.27,0.2537,27.0,226.0,253.0
9859.0,,1.0,1.0,2.0,18.0,1.0,,0.0,1.0,0.34,0.3182,,0.2239,27.0,215.0,242.0
9860.0,2012-02-20,,1.0,2.0,19.0,,1.0,,1.0,0.34,0.3182,0.34,,8.0,164.0,172.0
9861.0,2012-02-20,,1.0,2.0,20.0,1.0,1.0,0.0,1.0,0.34,0.3333,0.34,0.19399999999999998,9.0,117.0,126.0
9862.0,2012-02-20,1.0,1.0,2.0,21.0,1.0,1.0,0.0,1.0,0.3,0.303,0.39,0.1642,,90.0,98.0
9863.0,2012-02-20,,1.0,2.0,22.0,1.0,1.0,0.0,1.0,0.3,0.3182,0.45,0.0896,9.0,53.0,62.0
9864.0,2012-02-20,1.0,1.0,2.0,23.0,1.0,1.0,0.0,,0.3,0.3333,0.39,0.0,0.0,26.0,26.0
9865.0,2012-02-21,1.0,1.0,2.0,0.0,0.0,2.0,1.0,,0.26,0.303,0.65,,1.0,,
9866.0,2012-02-21,1.0,1.0,2.0,1.0,0.0,2.0,1.0,,0.26,0.303,0.56,0.0,0.0,7.0,7.0
9867.0,2012-02-21,1.0,,2.0,,0.0,2.0,1.0,1.0,0.24,0.2879,0.6,0.0,0.0,,3.0
9868.0,2012-02-21,1.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,,0.2727,0.64,0.0,0.0,2.0,2.0
9869.0,2012-02-21,1.0,,2.0,,0.0,,1.0,1.0,0.2,0.2576,0.69,0.0,0.0,15.0,
9870.0,2012-02-21,1.0,1.0,2.0,6.0,0.0,2.0,1.0,1.0,0.2,0.2576,,0.0,3.0,83.0,86.0
9871.0,2012-02-21,1.0,1.0,2.0,7.0,0.0,2.0,1.0,1.0,0.22,,0.64,0.0,6.0,273.0,279.0
9872.0,,1.0,,2.0,8.0,0.0,2.0,,1.0,0.2,0.2273,0.69,0.0896,5.0,459.0,464.0
9873.0,2012-02-21,1.0,1.0,2.0,9.0,0.0,2.0,1.0,1.0,0.2,0.2273,0.75,0.1045,6.0,211.0,217.0
9874.0,2012-02-21,1.0,1.0,2.0,10.0,0.0,2.0,1.0,,0.24,0.2273,0.7,0.19399999999999998,8.0,77.0,85.0
9875.0,2012-02-21,1.0,1.0,2.0,11.0,0.0,2.0,1.0,2.0,,0.2424,0.7,0.2836,,81.0,86.0
9876.0,2012-02-21,1.0,1.0,2.0,12.0,0.0,2.0,1.0,,0.3,0.2727,0.56,,16.0,147.0,163.0
9877.0,2012-02-21,,1.0,2.0,13.0,0.0,2.0,1.0,1.0,0.34,0.303,0.49,0.4179,8.0,123.0,131.0
9878.0,2012-02-21,1.0,1.0,2.0,14.0,0.0,2.0,1.0,2.0,0.32,0.2879,0.53,0.3881,16.0,108.0,124.0
9879.0,2012-02-21,,,2.0,15.0,0.0,,1.0,1.0,0.34,0.303,0.49,0.4179,,137.0,160.0
9880.0,2012-02-21,1.0,1.0,2.0,16.0,0.0,2.0,1.0,1.0,0.36,0.3333,0.46,,14.0,240.0,254.0
9881.0,2012-02-21,,1.0,2.0,17.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.4,0.4478,21.0,411.0,
9882.0,2012-02-21,1.0,1.0,2.0,18.0,0.0,2.0,1.0,1.0,,,,0.4478,11.0,414.0,425.0
9883.0,2012-02-21,1.0,1.0,,19.0,,2.0,1.0,1.0,0.36,0.3333,,0.2985,5.0,299.0,304.0
9884.0,2012-02-21,1.0,1.0,2.0,,0.0,2.0,1.0,1.0,0.34,0.3182,0.53,0.2537,4.0,223.0,227.0
9885.0,2012-02-21,1.0,1.0,2.0,,0.0,2.0,1.0,1.0,0.34,0.3333,0.61,0.1642,7.0,147.0,154.0
9886.0,2012-02-21,1.0,1.0,2.0,,0.0,2.0,1.0,2.0,0.34,0.3333,0.71,0.19399999999999998,3.0,97.0,100.0
,2012-02-21,,1.0,2.0,23.0,0.0,2.0,1.0,1.0,0.32,,0.66,0.2239,1.0,46.0,47.0
9888.0,2012-02-22,1.0,,2.0,0.0,0.0,3.0,1.0,1.0,0.32,0.303,0.66,0.2239,5.0,19.0,24.0
9889.0,2012-02-22,1.0,1.0,,1.0,0.0,3.0,1.0,1.0,0.32,,0.7,0.1343,,4.0,7.0
9890.0,2012-02-22,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.34,0.3182,0.66,0.2836,1.0,5.0,6.0
9891.0,,1.0,1.0,2.0,,0.0,3.0,1.0,2.0,0.34,0.3182,0.71,0.2239,1.0,3.0,4.0
9892.0,2012-02-22,1.0,1.0,2.0,4.0,0.0,3.0,,1.0,,0.3333,0.71,0.1642,0.0,2.0,2.0
9893.0,2012-02-22,1.0,1.0,2.0,,0.0,3.0,1.0,1.0,0.32,0.3333,0.7,0.1045,1.0,29.0,30.0
9894.0,2012-02-22,1.0,1.0,2.0,6.0,0.0,,1.0,1.0,0.32,,0.76,0.1642,5.0,85.0,
9895.0,2012-02-22,1.0,1.0,2.0,7.0,,3.0,1.0,1.0,0.32,0.3333,0.76,0.0896,10.0,292.0,302.0
9896.0,2012-02-22,,1.0,2.0,8.0,0.0,3.0,1.0,1.0,0.3,0.3182,0.75,0.0896,9.0,567.0,576.0
9897.0,2012-02-22,1.0,1.0,2.0,9.0,0.0,3.0,1.0,,0.32,0.3333,0.7,0.0896,11.0,241.0,252.0
9898.0,2012-02-22,1.0,1.0,2.0,10.0,0.0,3.0,1.0,,0.34,0.3485,0.71,0.0896,17.0,122.0,139.0
,2012-02-22,1.0,1.0,2.0,11.0,0.0,3.0,1.0,1.0,0.36,,0.66,0.1642,22.0,149.0,171.0
9900.0,2012-02-22,1.0,1.0,2.0,12.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.62,0.2836,21.0,186.0,
9901.0,2012-02-22,1.0,1.0,2.0,,0.0,3.0,,1.0,0.42,0.4242,0.54,0.2985,15.0,175.0,190.0
9902.0,2012-02-22,1.0,1.0,2.0,14.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.54,0.3284,35.0,142.0,177.0
9903.0,2012-02-22,1.0,1.0,2.0,15.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.31,0.4179,34.0,161.0,195.0
,2012-02-22,1.0,1.0,2.0,16.0,0.0,3.0,1.0,1.0,0.52,0.5,,0.4627,30.0,268.0,298.0
9905.0,2012-02-22,1.0,1.0,2.0,17.0,0.0,3.0,1.0,1.0,0.52,0.5,0.32,0.3881,43.0,486.0,529.0
9906.0,2012-02-22,1.0,1.0,,18.0,,3.0,1.0,2.0,0.48,,0.41,0.3284,,483.0,525.0
9907.0,,,1.0,,19.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.44,0.2836,22.0,305.0,
9908.0,,1.0,1.0,2.0,20.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.47,0.19399999999999998,25.0,249.0,274.0
9909.0,2012-02-22,1.0,1.0,2.0,21.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.33,0.2836,19.0,220.0,239.0
,2012-02-22,,1.0,2.0,22.0,0.0,3.0,1.0,2.0,0.44,0.4394,0.47,0.2537,18.0,129.0,147.0
9911.0,2012-02-22,1.0,1.0,2.0,23.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.41,0.2836,5.0,,62.0
9912.0,2012-02-23,1.0,1.0,2.0,0.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.47,0.2537,,30.0,42.0
9913.0,2012-02-23,1.0,1.0,2.0,1.0,,4.0,1.0,2.0,0.44,0.4394,0.58,0.2836,3.0,12.0,15.0
9914.0,2012-02-23,,1.0,2.0,,0.0,4.0,1.0,2.0,0.44,0.4394,0.62,0.2239,5.0,4.0,9.0
9915.0,,1.0,1.0,2.0,3.0,0.0,4.0,1.0,3.0,0.44,0.4394,0.67,,,4.0,6.0
9916.0,2012-02-23,1.0,1.0,2.0,4.0,0.0,4.0,1.0,1.0,,0.4091,0.76,0.2239,0.0,1.0,1.0
9917.0,2012-02-23,1.0,1.0,2.0,5.0,0.0,4.0,1.0,1.0,0.4,0.4091,0.76,0.2239,2.0,30.0,32.0
9918.0,2012-02-23,1.0,1.0,2.0,6.0,0.0,4.0,1.0,1.0,0.36,0.3485,0.87,0.19399999999999998,3.0,88.0,91.0
9919.0,2012-02-23,1.0,1.0,2.0,7.0,0.0,4.0,,1.0,0.36,0.3485,0.81,0.2239,9.0,317.0,
9920.0,2012-02-23,1.0,1.0,2.0,8.0,0.0,4.0,1.0,,0.34,0.3333,0.87,0.19399999999999998,11.0,549.0,
9921.0,2012-02-23,1.0,1.0,2.0,9.0,0.0,4.0,1.0,,0.36,,0.81,0.2537,14.0,228.0,242.0
9922.0,2012-02-23,1.0,1.0,2.0,10.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.67,0.19399999999999998,41.0,107.0,148.0
9923.0,2012-02-23,1.0,,2.0,11.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.48,0.2836,54.0,128.0,182.0
9924.0,2012-02-23,,,2.0,12.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.42,0.2537,,199.0,224.0
9925.0,2012-02-23,1.0,1.0,2.0,13.0,0.0,4.0,1.0,1.0,0.52,0.5,0.39,0.19399999999999998,30.0,188.0,218.0
9926.0,2012-02-23,1.0,1.0,2.0,14.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.37,0.2537,36.0,156.0,
9927.0,2012-02-23,1.0,,2.0,15.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.33,0.1343,46.0,171.0,217.0
,2012-02-23,1.0,1.0,2.0,16.0,0.0,4.0,1.0,1.0,0.56,0.5303,,0.0,45.0,298.0,343.0
9929.0,2012-02-23,1.0,1.0,,,0.0,4.0,1.0,1.0,0.54,0.5152,,0.1642,49.0,,610.0
9930.0,2012-02-23,1.0,1.0,,18.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.37,0.1343,36.0,486.0,522.0
9931.0,2012-02-23,1.0,,2.0,19.0,,4.0,1.0,1.0,0.5,0.4848,0.39,0.0896,20.0,349.0,369.0
9932.0,2012-02-23,1.0,1.0,2.0,20.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.44,0.1343,23.0,246.0,269.0
9933.0,2012-02-23,1.0,1.0,2.0,21.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.51,0.2239,17.0,205.0,222.0
9934.0,2012-02-23,1.0,1.0,2.0,22.0,,4.0,1.0,1.0,,0.4394,0.54,0.2537,19.0,118.0,137.0
9935.0,2012-02-23,1.0,1.0,2.0,23.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.54,0.0,,71.0,85.0
9936.0,2012-02-24,1.0,1.0,2.0,0.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.58,0.0896,12.0,34.0,46.0
9937.0,2012-02-24,1.0,,2.0,1.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.62,0.19399999999999998,3.0,15.0,18.0
9938.0,2012-02-24,1.0,1.0,2.0,2.0,0.0,5.0,1.0,3.0,0.42,0.4242,0.77,0.2836,1.0,4.0,5.0
9939.0,2012-02-24,1.0,1.0,2.0,3.0,,5.0,1.0,1.0,0.42,0.4242,0.82,0.1343,0.0,,5.0
9940.0,2012-02-24,1.0,1.0,2.0,4.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.87,0.1343,,2.0,2.0
9941.0,2012-02-24,1.0,,2.0,5.0,0.0,5.0,1.0,2.0,0.4,0.4091,,0.19399999999999998,1.0,25.0,26.0
9942.0,2012-02-24,1.0,,2.0,,,5.0,1.0,2.0,0.4,0.4091,0.87,0.1642,2.0,80.0,82.0
9943.0,,1.0,,2.0,7.0,,5.0,1.0,2.0,0.4,0.4091,0.76,,7.0,265.0,272.0
,2012-02-24,1.0,1.0,2.0,8.0,0.0,5.0,,2.0,0.38,0.3939,0.76,0.3284,17.0,452.0,469.0
9945.0,2012-02-24,1.0,1.0,2.0,9.0,0.0,5.0,1.0,3.0,0.36,,0.81,,15.0,229.0,244.0
9946.0,2012-02-24,1.0,1.0,2.0,10.0,0.0,5.0,1.0,3.0,0.36,0.3485,0.81,0.1642,22.0,119.0,141.0
,2012-02-24,1.0,1.0,2.0,11.0,0.0,5.0,1.0,2.0,0.36,0.3636,0.81,0.1045,27.0,136.0,
,2012-02-24,,1.0,,12.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.76,0.1343,27.0,201.0,228.0
,2012-02-24,1.0,,2.0,13.0,0.0,5.0,,2.0,0.42,0.4242,0.71,0.1045,30.0,153.0,183.0
9950.0,2012-02-24,1.0,1.0,2.0,14.0,0.0,5.0,1.0,2.0,0.46,0.4545,0.67,0.1045,5.0,26.0,31.0
9951.0,2012-02-24,1.0,1.0,,15.0,0.0,5.0,1.0,,0.4,0.4091,0.87,0.19399999999999998,11.0,83.0,94.0
9952.0,2012-02-24,,1.0,2.0,16.0,,5.0,1.0,3.0,0.4,0.4091,0.87,0.19399999999999998,12.0,166.0,178.0
9953.0,,1.0,1.0,2.0,17.0,0.0,,,3.0,0.42,,0.94,0.1045,14.0,242.0,256.0
9954.0,2012-02-24,1.0,1.0,2.0,18.0,0.0,,1.0,2.0,0.42,0.4242,0.94,0.0,11.0,289.0,
9955.0,2012-02-24,1.0,1.0,2.0,19.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.88,0.1045,6.0,227.0,233.0
9956.0,,1.0,,2.0,20.0,0.0,5.0,1.0,1.0,,0.4394,0.62,0.4179,8.0,159.0,167.0
9957.0,2012-02-24,1.0,1.0,2.0,21.0,0.0,5.0,1.0,1.0,0.42,0.4242,,0.8059999999999999,1.0,151.0,152.0
9958.0,2012-02-24,1.0,1.0,2.0,,0.0,5.0,1.0,1.0,0.4,0.4091,0.37,0.5821,4.0,102.0,106.0
